novel,onym,origin,internal_form,traits,semantic_links,myth_ref
Час Быка,Белых Звезд,не определено,,,{},False
Час Быка,Часть,не определено,,мифологизация,"{'мифология': 0.671, 'знание': 0.589}",True
Час Быка,Цоама,не определено,,мифологизация,"{'мифология': 0.713, 'знание': 0.563}",True
Час Быка,Изобилие,не определено,,мифологизация,"{'мифология': 0.752, 'знание': 0.595}",True
Час Быка,Совет Звездоплавания,не определено,,,"{'мифология': 0.465, 'знание': 0.419}",False
Час Быка,Туманность,не определено,,мифологизация,"{'мифология': 0.637, 'экология': 0.566}",True
Час Быка,Змея,не определено,,,"{'мифология': 0.421, 'экология': 0.402}",False
Час Быка,Нападение,не определено,,,"{'сила': 0.572, 'мифология': 0.548}",False
Час Быка,Члены Совета,не определено,,,{},False
Час Быка,Люди Торманса,не определено,,мифологизация,"{'мифология': 0.593, 'сила': 0.48}",True
Час Быка,Рен,не определено,,мифологизация,"{'мифология': 0.668, 'знание': 0.553}",True
Час Быка,Одежда,не определено,,,{},False
Час Быка,Чагасу,не определено,,мифологизация,"{'мифология': 0.569, 'сила': 0.414}",True
Час Быка,Кин Руха,не определено,,мифологизация,"{'мифология': 0.648, 'сила': 0.489}",True
Час Быка,Солнцем,не определено,,,{'мифология': 0.416},False
Час Быка,Мир,не определено,,,"{'мифология': 0.535, 'знание': 0.463}",False
Час Быка,Обители,не определено,,мифологизация,"{'мифология': 0.759, 'знание': 0.652}",True
Час Быка,Доме,не определено,,мифологизация,"{'мифология': 0.558, 'знание': 0.468}",True
Час Быка,Мысли,не определено,,мифологизация,"{'мифология': 0.693, 'знание': 0.626}",True
Час Быка,Драчливость,не определено,,мифологизация,"{'сила': 0.647, 'мифология': 0.581}",True
Час Быка,Глаза,не определено,,,{'мифология': 0.442},False
Час Быка,Женщина,не определено,,,"{'мифология': 0.469, 'знание': 0.438}",False
